Method,Run_1,Run_2,Run_3,Run_4,Run_5,Run_6,Run_7,Run_8,Run_9,Run_10,Run_11,Run_12,Run_13,Run_14,Run_15,Run_16,Run_17,Run_18,Run_19,Run_20,Run_21,Run_22,Run_23,Run_24,Run_25
three_global_l,0.8666666666666667,0.9,0.8266666666666667,0.9066666666666666,0.84,0.7333333333333333,0.8666666666666667,0.6666666666666666,0.6733333333333333,0.5333333333333333,0.8,0.7666666666666667,0.7533333333333333,0.7266666666666667,0.9133333333333333,0.7066666666666667,0.88,0.8466666666666667,0.7333333333333333,0.7866666666666666,0.8066666666666666,0.66,0.78,0.8,0.84
one_local_one_global_preds_l,0.9,0.9333333333333333,0.86,0.9933333333333333,0.9466666666666667,0.9466666666666667,1.0,0.8466666666666667,0.7133333333333334,0.9933333333333333,0.9266666666666666,0.88,0.9,0.8133333333333334,0.9533333333333334,0.9333333333333333,0.9866666666666667,0.9533333333333334,0.72,0.96,0.92,0.9,0.94,0.84,0.8866666666666667
one_local_preds_l,0.9,0.9333333333333333,0.86,0.9933333333333333,0.9466666666666667,0.9466666666666667,1.0,0.8466666666666667,0.8066666666666666,0.9933333333333333,0.9333333333333333,0.88,0.9,0.8,0.9533333333333334,0.9333333333333333,0.9866666666666667,0.9533333333333334,0.8733333333333333,0.96,0.92,0.9,0.9266666666666666,0.84,0.9
two_local_preds_l,0.88,0.9333333333333333,0.8266666666666667,0.9733333333333334,0.9466666666666667,0.8466666666666667,0.92,0.8466666666666667,0.8066666666666666,0.9533333333333334,0.92,0.66,0.8866666666666667,0.82,0.94,0.9266666666666666,0.9666666666666667,0.8733333333333333,0.8533333333333334,0.96,0.8866666666666667,0.9,0.8933333333333333,0.7866666666666666,0.8733333333333333
three_local_preds_l,0.84,0.92,0.8533333333333334,0.92,0.8066666666666666,0.8133333333333334,0.92,0.8,0.74,0.7666666666666667,0.88,0.6133333333333333,0.8266666666666667,0.7933333333333333,0.9266666666666666,0.9333333333333333,0.9266666666666666,0.6466666666666666,0.8266666666666667,0.92,0.84,0.7466666666666667,0.8733333333333333,0.8266666666666667,0.8666666666666667
one_local_preds_l_probs,0.9933333333333333,0.9466666666666667,0.86,0.9933333333333333,0.9466666666666667,0.94,1.0,0.84,0.8066666666666666,0.9866666666666667,0.9333333333333333,0.88,0.9066666666666666,0.7933333333333333,0.9466666666666667,0.9333333333333333,0.9866666666666667,0.9466666666666667,0.8733333333333333,0.96,0.9266666666666666,0.9,0.9266666666666666,0.84,0.8733333333333333
two_local_preds_l_probs,0.9266666666666666,0.9333333333333333,0.8266666666666667,0.9266666666666666,0.9466666666666667,0.9466666666666667,0.92,0.8466666666666667,0.8066666666666666,0.9533333333333334,0.92,0.66,0.88,0.82,0.94,0.9266666666666666,0.9533333333333334,0.8266666666666667,0.8533333333333334,0.96,0.8866666666666667,0.9,0.8933333333333333,0.7866666666666666,0.86
three_local_preds_l_probs,0.8466666666666667,0.92,0.8533333333333334,0.8533333333333334,0.8066666666666666,0.9,0.92,0.8,0.6666666666666666,0.7733333333333333,0.86,0.5933333333333334,0.8333333333333334,0.7933333333333333,0.9266666666666666,0.9266666666666666,0.7933333333333333,0.6533333333333333,0.8266666666666667,0.9,0.84,0.76,0.8733333333333333,0.8266666666666667,0.86
one_global_preds_l,0.72,0.9266666666666666,0.68,0.8,0.6666666666666666,0.7333333333333333,0.8133333333333334,0.62,0.5266666666666666,0.48,0.76,0.5866666666666667,0.8066666666666666,0.7933333333333333,0.7666666666666667,0.74,0.64,0.54,0.6933333333333334,0.6866666666666666,0.7133333333333334,0.49333333333333335,0.64,0.38,0.8066666666666666
two_global_preds_l,0.7733333333333333,0.9066666666666666,0.86,0.96,0.7866666666666666,0.8533333333333334,0.8666666666666667,0.8,0.5666666666666667,0.6333333333333333,0.86,0.76,0.8933333333333333,0.7866666666666666,0.92,0.8666666666666667,0.8066666666666666,0.92,0.7666666666666667,0.8933333333333333,0.8133333333333334,0.6733333333333333,0.8266666666666667,0.56,0.6933333333333334
three_global_preds_l,0.8733333333333333,0.9066666666666666,0.84,0.9933333333333333,0.9466666666666667,0.86,0.9866666666666667,0.8466666666666667,0.56,0.64,0.8666666666666667,0.76,0.8733333333333333,0.82,0.9533333333333334,0.8666666666666667,0.9866666666666667,0.9533333333333334,0.76,0.96,0.9,0.7333333333333333,0.8,0.78,0.8733333333333333
reconstructed_single_concepts,0.9,0.9333333333333333,0.7733333333333333,0.9,0.84,0.6933333333333334,0.9,0.5933333333333334,0.8466666666666667,0.9,0.8533333333333334,0.86,0.7533333333333333,0.7266666666666667,0.9133333333333333,0.7066666666666667,0.88,0.8333333333333334,0.7133333333333334,0.8066666666666666,0.82,0.8133333333333334,0.9266666666666666,0.8266666666666667,0.8066666666666666
reconstructed_single_concepts_preds,0.9066666666666666,0.9533333333333334,0.8,1.0,0.9466666666666667,0.9266666666666666,0.94,0.8666666666666667,0.8266666666666667,0.9933333333333333,0.9333333333333333,0.88,0.8733333333333333,0.7666666666666667,0.8733333333333333,0.9333333333333333,0.9866666666666667,0.9533333333333334,0.8733333333333333,0.74,0.78,0.9266666666666666,0.9466666666666667,0.9266666666666666,0.88
reconstructed_2_concepts,0.8866666666666667,0.92,0.7866666666666666,0.9,0.7933333333333333,0.6933333333333334,0.8866666666666667,0.5933333333333334,0.8466666666666667,0.8933333333333333,0.8466666666666667,0.8533333333333334,0.74,0.7133333333333334,0.9133333333333333,0.7,0.88,0.8466666666666667,0.7133333333333334,0.7866666666666666,0.8066666666666666,0.8133333333333334,0.92,0.8266666666666667,0.8266666666666667
reconstructed_2_concepts_preds,0.96,0.94,0.7733333333333333,1.0,0.8466666666666667,0.98,0.9933333333333333,0.8666666666666667,0.8266666666666667,1.0,0.9266666666666666,0.8866666666666667,0.86,0.78,0.9533333333333334,0.94,0.9866666666666667,0.9666666666666667,0.8733333333333333,0.9466666666666667,0.8066666666666666,0.9266666666666666,0.9133333333333333,0.9266666666666666,0.9
reconstructed_3_concepts,0.8933333333333333,0.9333333333333333,0.7866666666666666,0.8933333333333333,0.8266666666666667,0.7133333333333334,0.88,0.6,0.86,0.8933333333333333,0.84,0.82,0.7533333333333333,0.7,0.9066666666666666,0.7,0.88,0.8533333333333334,0.7266666666666667,0.8266666666666667,0.84,0.8066666666666666,0.9466666666666667,0.82,0.8133333333333334
reconstructed_3_concepts_preds,0.98,0.94,0.8,0.9933333333333333,0.8933333333333333,0.8933333333333333,1.0,0.8466666666666667,0.8666666666666667,1.0,0.9466666666666667,0.88,0.8733333333333333,0.82,0.96,0.94,0.9866666666666667,0.96,0.9133333333333333,0.88,0.8266666666666667,0.9333333333333333,0.94,0.9333333333333333,0.8866666666666667
reconstructed_all_concepts,0.8866666666666667,0.9333333333333333,0.7866666666666666,0.9133333333333333,0.8066666666666666,0.7,0.88,0.5933333333333334,0.8066666666666666,0.8933333333333333,0.8333333333333334,0.7933333333333333,0.7533333333333333,0.6933333333333334,0.9066666666666666,0.7066666666666667,0.88,0.8466666666666667,0.7266666666666667,0.7866666666666666,0.82,0.8133333333333334,0.94,0.82,0.8
reconstructed_all_concepts_preds,1.0,0.9533333333333334,0.8133333333333334,0.9466666666666667,0.8466666666666667,0.9333333333333333,1.0,0.8266666666666667,0.9333333333333333,1.0,0.9666666666666667,0.8133333333333334,0.8733333333333333,0.8266666666666667,0.96,0.9466666666666667,0.9866666666666667,0.9533333333333334,0.9,0.8266666666666667,0.8066666666666666,0.9266666666666666,0.96,0.9333333333333333,0.9
label_maps,"{11: 1, 3: 2, 4: 0, 12: 0, 2: 2, 13: 0}","{11: 1, 3: 2, 4: 0, 2: 0, 12: 0, 13: 0}","{3: 0, 11: 1, 4: 2, 2: 0, 13: 1, 12: 2}","{12: 0, 11: 2, 13: 1, 3: 0, 2: 0, 4: 1}","{4: 0, 3: 2, 12: 1, 11: 0, 13: 2, 2: 1}","{4: 0, 3: 1, 13: 2, 11: 2, 2: 0, 12: 2}","{4: 1, 12: 2, 11: 0, 3: 1, 13: 1, 2: 1}","{2: 2, 12: 1, 11: 0, 3: 2, 4: 2, 13: 2}","{11: 2, 13: 1, 4: 0, 3: 1, 12: 1, 2: 2}","{2: 1, 11: 2, 4: 0, 3: 0, 12: 1, 13: 1}","{12: 2, 11: 1, 13: 0, 3: 1, 2: 2, 4: 1}","{12: 0, 11: 1, 2: 2, 13: 2, 4: 1, 3: 1}","{12: 1, 4: 2, 2: 0, 11: 2, 13: 0, 3: 2}","{13: 0, 4: 1, 3: 2, 2: 2, 12: 1, 11: 2}","{12: 2, 3: 1, 11: 0, 4: 1, 13: 0, 2: 1}","{11: 0, 13: 1, 12: 2, 3: 2, 4: 2, 2: 2}","{12: 0, 11: 1, 2: 2, 4: 1, 13: 0, 3: 0}","{11: 1, 12: 0, 2: 2, 3: 0, 13: 2, 4: 1}","{4: 1, 11: 0, 13: 2, 3: 1, 12: 2, 2: 2}","{2: 0, 13: 2, 4: 1, 12: 1, 3: 2, 11: 1}","{4: 1, 11: 2, 13: 0, 12: 2, 3: 0, 2: 0}","{11: 2, 4: 0, 12: 1, 3: 2, 13: 0, 2: 1}","{12: 0, 2: 1, 4: 2, 3: 0, 11: 1, 13: 1}","{11: 0, 13: 2, 4: 1, 12: 1, 2: 1, 3: 2}","{11: 1, 4: 2, 3: 0, 12: 0, 13: 0, 2: 2}"
drift_ratios,"{'BD': 257, 'AD': 89, 'Both': 154}","{'BD': 353, 'AD': 80, 'Both': 67}","{'BD': 148, 'AD': 184, 'Both': 168}","{'BD': 272, 'AD': 146, 'Both': 82}","{'BD': 160, 'AD': 172, 'Both': 168}","{'BD': 140, 'AD': 87, 'Both': 273}","{'BD': 76, 'AD': 327, 'Both': 97}","{'BD': 75, 'AD': 91, 'Both': 334}","{'BD': 92, 'AD': 239, 'Both': 169}","{'BD': 173, 'AD': 243, 'Both': 84}","{'BD': 89, 'AD': 256, 'Both': 155}","{'BD': 84, 'AD': 255, 'Both': 161}","{'BD': 161, 'AD': 76, 'Both': 263}","{'BD': 75, 'AD': 171, 'Both': 254}","{'BD': 173, 'AD': 247, 'Both': 80}","{'BD': 73, 'AD': 90, 'Both': 337}","{'BD': 252, 'AD': 163, 'Both': 85}","{'BD': 159, 'AD': 173, 'Both': 168}","{'BD': 76, 'AD': 170, 'Both': 254}","{'BD': 80, 'AD': 248, 'Both': 172}","{'BD': 245, 'AD': 94, 'Both': 161}","{'BD': 156, 'AD': 194, 'Both': 150}","{'BD': 164, 'AD': 254, 'Both': 82}","{'BD': 102, 'AD': 249, 'Both': 149}","{'BD': 237, 'AD': 101, 'Both': 162}"
